id;name;birth_date
3040;Jesmyn Ward;2020-07-16
3041;Jennifer L. Armentrout;2020-07-15
3042;Andrew Davidson;2020-07-16
3043;Yuna Kagesaki;2020-07-16
3044;John Irving;2020-07-16
3045;Clive Barker;2020-07-15
3046;Orson Scott Card;2020-07-15
3047;"Paulo Coelho; Montserrat Mira";2020-07-16
3048;Trudi Canavan;2020-07-15
3049;Sara Shepard;2020-07-16
3050;Nick Hornby;2020-07-16
3051;Brad Thor;2020-07-15
3052;Anthony Burgess;2020-07-16
3053;Graham Swift;2020-07-16
3054;Karina Halle;2020-07-16
3055;Cinda Williams Chima;2020-07-15
3056;Jodi Picoult;2020-07-15
3057;Kevin Hearne;2020-07-16
3058;Steve Martin;2020-07-15
3059;Ilona Andrews;2020-07-16
3060;Lois McMaster Bujold;2020-07-16
3061;Craig Johnson;2020-07-15
3062;Alyson Noel;2020-07-16
3063;James Rollins;2020-07-16
3064;Stephen King;2020-07-16
3065;Victoria Hislop;2020-07-15
3066;Rosalind Miles;2020-07-15
3067;Maggie Shipstead;2020-07-16
3068;David Shannon;2020-07-15
3069;John Marsden;2020-07-16
3070;Brian Jacques;2020-07-16
3071;Kate Beaton;2020-07-15
3072;Rebecca Stead;2020-07-16
3073;Kurt Vonnegut Jr.;2020-07-16
3074;Scott Westerfeld;2020-07-16
3075;Becca Fitzpatrick;2020-07-15
3076;Philippa Gregory;2020-07-15
3077;Joe Hill;2020-07-16
3078;Orson Scott Card;2020-07-15
3079;Lisa Scottoline;2020-07-16
3080;Ann Brashares;2020-07-16
3081;Paul Auster;2020-07-15
3082;Terry Pratchett;2020-07-16
3083;Susan Ee;2020-07-16
3084;Jack Finney;2020-07-16
3085;Emily Giffin;2020-07-15
3086;Claire LaZebnik;2020-07-15
3087;Kelley Armstrong;2020-07-16
3088;Gena Showalter;2020-07-15
3089;Helen Keller;2020-07-16
3090;Tom Rachman;2020-07-16
3091;Karen Marie Moning;2020-07-15
3092;Adriana Trigiani;2020-07-16
3093;Mindy Kaling;2020-07-16
3094;Madeleine L'Engle;2020-07-16
3095;Michael Punke;2020-07-15
3096;Patricia Highsmith;2020-07-15
3097;Alice Hoffman;2020-07-16
3098;Jennifer Crusie;2020-07-15
3099;Jeanne DuPrau;2020-07-16
3100;Michael Pollan;2020-07-16
3101;J.D. Robb;2020-07-15
3102;Jeffrey Archer;2020-07-16
3103;Kresley Cole;2020-07-16
3104;Hilary Mantel;2020-07-16
3105;Katy Evans;2020-07-15
3106;Lily King;2020-07-15
3107;Karin Slaughter;2020-07-16
3108;Yoshihiro Togashi;2020-07-15
3109;Karen Marie Moning;2020-07-16
3110;Guy Gavriel Kay;2020-07-16
3111;Bernard Cornwell;2020-07-15
3112;Maria V. Snyder;2020-07-16
3113;James Dashner;2020-07-16
3114;"Karen Kingsbury; Gary Smalley";2020-07-16
3115;Jenny Downham;2020-07-15
3116;Julie Kagawa;2020-07-15
3117;Sue Grafton;2020-07-16
3118;Gillian Flynn;2020-07-15
3119;Dean Koontz;2020-07-16
3120;Rachel Caine;2020-07-16
3121;J.D. Robb;2020-07-15
3122;Malinda Lo;2020-07-16
3123;Erin Hunter;2020-07-16
3124;Michael Connelly;2020-07-16
3125;John Irving;2020-07-15
3126;Sylvain Reynard;2020-07-15
3127;Caragh M. O'Brien;2020-07-16
3128;John Sandford;2020-07-15
3129;Anne Rice;2020-07-16
3130;Francine Rivers;2020-07-16
3131;Janet Evanovich;2020-07-15
3132;Dave Eggers;2020-07-16
3133;Alan Weisman;2020-07-16
3134;Janet Evanovich;2020-07-16
3135;David Weber;2020-07-15
3136;Daniel Goleman;2020-07-15
3137;Daniel Silva;2020-07-16
3138;Scott  Meyer;2020-07-15
3139;Steven Hall;2020-07-16
3140;Rick Riordan;2020-07-16
3141;Raymond Briggs;2020-07-15
3142;Jhumpa Lahiri;2020-07-16
3143;Lincoln Child;2020-07-16
3144;Susan Cooper;2020-07-16
3145;Lara Adrian;2020-07-15
3146;John Hart;2020-07-15
3147;Julianne Donaldson;2020-07-16
3148;Kalayna Price;2020-07-15
3149;Gail Tsukiyama;2020-07-16
3150;Francine Rivers;2020-07-16
3151;Cornelius Ryan;2020-07-15
3152;Lee Child;2020-07-16
3153;Mira Grant;2020-07-16
3154;Aldous Huxley;2020-07-16
3155;Arthur C. Clarke;2020-07-15
3156;Alice Clayton;2020-07-15
3157;Philip Yancey;2020-07-16
3158;Greg Iles;2020-07-15
3159;Larry McMurtry;2020-07-16
3160;Stephen King;2020-07-16
3161;Tracy Chevalier;2020-07-15
3162;Syd Hoff;2020-07-16
3163;Janet Fitch;2020-07-16
3164;Isabel Allende;2020-07-16
3165;Laura Hillenbrand;2020-07-15
3166;"Roald Dahl; Quentin Blake";2020-07-15
3167;Chuck Klosterman;2020-07-16
3168;Ian Fleming;2020-07-15
3169;"P.C. Cast; Kristin Cast";2020-07-16
3170;Ian McEwan;2020-07-16
3171;Terry Pratchett;2020-07-15
3172;David Sedaris;2020-07-16
3173;Theodore Sturgeon;2020-07-16
3174;Tad Williams;2020-07-16
3175;Graeme Simsion;2020-07-15
3176;Neal Stephenson;2020-07-15
3177;Anne Rice;2020-07-16
3178;Ralph Ellison;2020-07-15
3179;"Lee Child; Dick Hill";2020-07-16
3180;Patrick O'Brian;2020-07-16
3181;Lalita Tademy;2020-07-15
3182;Augusten Burroughs;2020-07-16
3183;Enid Blyton;2020-07-16
3184;Edward Abbey;2020-07-16
3185;Cora Carmack;2020-07-15
3186;David Levithan;2020-07-15
3187;Lauren Oliver;2020-07-16
3188;Claire Messud;2020-07-15
3189;Sherrilyn Kenyon;2020-07-16
3190;Piers Anthony;2020-07-16
3191;Terry Goodkind;2020-07-15
3192;Aimee Carter;2020-07-16
3193;Derek Landy;2020-07-16
3194;Ally Carter;2020-07-16
3195;Richard Wright;2020-07-15
3196;Matthew      Lewis;2020-07-15
3197;Agatha Christie;2020-07-16
3198;Sudhir Venkatesh;2020-07-15
3199;John Grisham;2020-07-16
3200;Ellen Hopkins;2020-07-16
3201;Sidney Sheldon;2020-07-15
3202;Douglas Adams;2020-07-16
3203;Sylvain Reynard;2020-07-16
3204;Isaac Asimov;2020-07-16
3205;George Bernard Shaw;2020-07-15
3206;Susan Vreeland;2020-07-15
3207;Emma Cline;2020-07-16
3208;Ursula K. Le Guin;2020-07-15
3209;Chris Cleave;2020-07-16
3210;Marie Rutkoski;2020-07-16
3211;Peggy Rathmann;2020-07-15
3212;Elly Griffiths;2020-07-16
3213;Anne Rice;2020-07-16
3214;Walt Whitman;2020-07-16
3215;Tammara Webber;2020-07-15
3216;Sidney Sheldon;2020-07-15
3217;Lisa Gardner;2020-07-16
3218;Mike Lupica;2020-07-15
3219;Kelley Armstrong;2020-07-16
3220;Anne Rice;2020-07-16
3221;Jennifer Egan;2020-07-15
3222;Bob Dylan;2020-07-16
3223;Victoria Jamieson;2020-07-16
3224;Frank Herbert;2020-07-16
3225;Christopher Hitchens;2020-07-15
3226;Nicholas Sparks;2020-07-15
3227;James S.A. Corey;2020-07-16
3228;C.C. Hunter;2020-07-15
3229;Jeff Lindsay;2020-07-16
3230;Julie James;2020-07-16
3231;Jean-Paul Sartre;2020-07-15
3232;Ruta Sepetys;2020-07-16
3233;Plum Sykes;2020-07-16
3234;Joe Haldeman;2020-07-16
3235;Juliet Marillier;2020-07-15
3236;Caragh M. O'Brien;2020-07-15
3237;Carl Hiaasen;2020-07-16
3238;Neal Stephenson;2020-07-15
3239;Charles Burns;2020-07-16
3240;Harlan Coben;2020-07-16
3241;Nick Hornby;2020-07-15
3242;Cecelia Ahern;2020-07-16
3243;Jerry Spinelli;2020-07-16
3244;Ursula K. Le Guin;2020-07-16
3245;Lois Lowry;2020-07-15
3246;H.A. Rey;2020-07-15
3247;Tracy Chevalier;2020-07-16
3248;Kresley Cole;2020-07-15
3249;Jojo Moyes;2020-07-16
3250;Karen Kingsbury;2020-07-16
3251;Mary Kubica;2020-07-15
3252;Terry Goodkind;2020-07-16
3253;Margaret Edson;2020-07-16
3254;Julian Barnes;2020-07-16
3255;Jasper Fforde;2020-07-15
3256;Eric Hill;2020-07-15
3257;David Baldacci;2020-07-16
3258;Michael  Grant;2020-07-15
3259;Alan Cumming;2020-07-16
3260;Brad Meltzer;2020-07-16
3261;Jan Brett;2020-07-15
3262;Gillian Flynn;2020-07-16
3263;Nelson DeMille;2020-07-16
3264;Harlan Coben;2020-07-16
3265;Shannon Hale;2020-07-15
3266;Winston Groom;2020-07-15
3267;Steven Erikson;2020-07-16
3268;Will Durant;2020-07-15
3269;Jerry A. Coyne;2020-07-16
3270;Karen Harper;2020-07-16
3271;Enid Blyton;2020-07-15
3272;Dan Simmons;2020-07-16
3273;John Scalzi;2020-07-16
3274;Karen Hesse;2020-07-16
3275;Samantha Shannon;2020-07-15
3276;David Eddings;2020-07-15
3277;Augusten Burroughs;2020-07-16
3278;Vera Brosgol;2020-07-15
3279;Robin Hobb;2020-07-16
3280;Brit Bennett;2020-07-16
3281;Eric Jerome Dickey;2020-07-15
3282;Louisa May Alcott;2020-07-16
3283;Nicola Yoon;2020-07-16
3284;Kurt Vonnegut Jr.;2020-07-16
3285;Rachel Hawkins;2020-07-15
3286;Naomi Novik;2020-07-15
3287;R.A. Salvatore;2020-07-16
3288;Scott Sigler;2020-07-15
3289;Cecelia Ahern;2020-07-16
3290;Richard Matheson;2020-07-16
3291;Rachel Caine;2020-07-15
3292;Brian Jacques;2020-07-16
3293;Stephen King;2020-07-16
3294;Rachel Gibson;2020-07-16
3295;Kristin Hannah;2020-07-15
3296;"Jim Kjelgaard; Carl Pfeuffer";2020-07-15
3297;Ron Rash;2020-07-16
3298;Carl Hiaasen;2020-07-15
3299;Anne Michaels;2020-07-16
3300;Anne Rice;2020-07-16
3301;Emily Giffin;2020-07-15
3302;Jenny O'Connell;2020-07-16
3303;James Lee Burke;2020-07-16
3304;Agatha Christie;2020-07-16
3305;Rosamund Hodge;2020-07-15
3306;Jocelyn Davies;2020-07-15
3307;Susanna Kearsley;2020-07-16
3308;Anne McCaffrey;2020-07-15
3309;Pat Conroy;2020-07-16
3310;Alexandra Bracken;2020-07-16
3311;Maria V. Snyder;2020-07-15
3312;Kiran Desai;2020-07-16
3313;Dean Koontz;2020-07-16
3314;Fannie Flagg;2020-07-16
3315;Mark Z. Danielewski;2020-07-15
3316;Sarah Vowell;2020-07-15
3317;Sarah McCoy;2020-07-16
3318;Sapphire;2020-07-15
3319;Ernest Hemingway;2020-07-16
3320;Cassandra Clare;2020-07-16
3321;Scarlett Thomas;2020-07-15
3322;Ally Condie;2020-07-16
3323;Walter Dean Myers;2020-07-16
3324;Robin Hobb;2020-07-16
3325;Anthony Horowitz;2020-07-15
3326;L.M. Montgomery;2020-07-15
3327;Sara Shepard;2020-07-16
3328;Lisa Genova;2020-07-15
3329;Michael Thomas Ford;2020-07-16
3330;Chris Van Allsburg;2020-07-16
3331;Carol Ryrie Brink;2020-07-15
3332;John Knowles;2020-07-16
3333;Karin Slaughter;2020-07-16
3334;Dan Wells;2020-07-16
3335;Anthony Horowitz;2020-07-15
3336;Angie Thomas;2020-07-15
3337;Michael J. Sullivan;2020-07-16
3338;Nora Roberts;2020-07-15
3339;Mary Higgins Clark;2020-07-16
3340;Janet Evanovich;2020-07-16
3341;Sarah Vowell;2020-07-15
3342;J.D. Robb;2020-07-16
3343;Rachel Vincent;2020-07-16
3344;Carl Hiaasen;2020-07-16
3345;Patrick Ness;2020-07-15
3346;Claudia Gray;2020-07-15
3347;David Eddings;2020-07-16
3348;Alex Flinn;2020-07-15
3349;W.P. Kinsella;2020-07-16
3350;Robert McCammon;2020-07-16
3351;Michael Crichton;2020-07-15
3352;Laurie Halse Anderson;2020-07-16
3353;William Gibson;2020-07-16
3354;Robert A. Heinlein;2020-07-16
3355;"Morton Rhue; Todd Strasser";2020-07-15
3356;Sidney Sheldon;2020-07-15
3357;Richelle Mead;2020-07-16
3358;Isaac Asimov;2020-07-15
3359;John Patrick Shanley;2020-07-16
3360;Meg Cabot;2020-07-16
3361;Colum McCann;2020-07-15
3362;Richard Russo;2020-07-16
3363;Maggie Stiefvater;2020-07-16
3364;James Rollins;2020-07-16
3365;Justin Cronin;2020-07-15
3366;Kim Harrison;2020-07-15
3367;Nancy Thayer;2020-07-16
3368;Brian Jacques;2020-07-15
3369;Julie Anne Peters;2020-07-16
3370;Agatha Christie;2020-07-16
3371;C.S. Lewis;2020-07-15
3372;Melissa Marr;2020-07-16
3373;Isabel Wolff;2020-07-16
3374;Suzanne Collins;2020-07-16
3375;Michael Connelly;2020-07-15
3376;Terry Goodkind;2020-07-15
3377;Wally Lamb;2020-07-16
3378;Jane Smiley;2020-07-15
3379;Larissa Ione;2020-07-16
3380;Jeff Kinney;2020-07-16
3381;Melissa Marr;2020-07-15
3382;"Kerstin Gier; Anthea Bell";2020-07-16
3383;Karin Slaughter;2020-07-16
3384;Michael Connelly;2020-07-16
3385;Janet Evanovich;2020-07-15
3386;Arundhati Roy;2020-07-15
3387;Cassandra Clare;2020-07-16
3388;Ellen Hopkins;2020-07-15
3389;Mary Hoffman;2020-07-16
3390;Kurt Cobain;2020-07-16
3391;Abbi Glines;2020-07-15
3392;Stephen King;2020-07-16
3393;Keri Smith;2020-07-16
3394;Salman Rushdie;2020-07-16
3395;Debra Dean;2020-07-15
3396;Pat Conroy;2020-07-15
3397;Gregg Hurwitz;2020-07-16
3398;Dean Koontz;2020-07-15
3399;Charlaine Harris;2020-07-16
3400;Robin Hobb;2020-07-16
3401;Julie Kagawa;2020-07-15
3402;Edward Rutherfurd;2020-07-16
3403;Janet Evanovich;2020-07-16
3404;Danielle Steel;2020-07-16
3405;J.D. Robb;2020-07-15
3406;Shirley Jackson;2020-07-15
3407;C.S. Lewis;2020-07-16
3408;Bernard Cornwell;2020-07-15
3409;Elizabeth Little;2020-07-16
3410;Jenna Black;2020-07-16
3411;Anita Shreve;2020-07-15
3412;Brenna Yovanoff;2020-07-16
3413;Marissa Meyer;2020-07-16
3414;Josephine Angelini;2020-07-16
3415;Amitav Ghosh;2020-07-15
3416;G.A. Aiken;2020-07-15
3417;S.C. Stephens;2020-07-16
3418;Nora Roberts;2020-07-15
3419;Robert Crais;2020-07-16
3420;Paula McLain;2020-07-16
3421;Joe Abercrombie;2020-07-15
3422;John Grisham;2020-07-16
3423;Dan Simmons;2020-07-16
3424;Robert Muchamore;2020-07-16
3425;Kelley Armstrong;2020-07-15
3426;Jhumpa Lahiri;2020-07-15
3427;Jonathan Franzen;2020-07-16
3428;David Eddings;2020-07-15
3429;Cynthia Hand;2020-07-16
3430;Sarah Weeks;2020-07-16
3431;Terry Pratchett;2020-07-15
3432;Ken Kesey;2020-07-16
3433;Nora Roberts;2020-07-16
3434;Iris Murdoch;2020-07-16
3435;Lincoln Peirce;2020-07-15
3436;Shel Silverstein;2020-07-15
3437;Alice Sebold;2020-07-16
3438;Douglas Coupland;2020-07-15
3439;Ken Follett;2020-07-16
3440;Susanna Kearsley;2020-07-16
3441;Peter  May;2020-07-15
3442;Charlaine Harris;2020-07-16
3443;Ray Bradbury;2020-07-16
3444;Daniel Silva;2020-07-16
3445;Jonathan Safran Foer;2020-07-15
3446;Sarah Waters;2020-07-15
3447;Jim Butcher;2020-07-16
3448;Michael  Grant;2020-07-15
3449;Barry Lyga;2020-07-16
3450;Erin Hunter;2020-07-16
3451;Dennis Lehane;2020-07-15
3452;Kristen Britain;2020-07-16
3453;Francine Rivers;2020-07-16
3454;L.M. Montgomery;2020-07-16
3455;Alice Munro;2020-07-15
3456;Nancy Garden;2020-07-15
3457;Lisa Kleypas;2020-07-16
3458;Charles Bukowski;2020-07-15
3459;Stephen King;2020-07-16
3460;Kristin Hannah;2020-07-16
3461;Terry Pratchett;2020-07-15
3462;Jodi Meadows;2020-07-16
3463;Sidney Sheldon;2020-07-16
3464;Joshilyn Jackson;2020-07-16
3465;Johanna Lindsey;2020-07-15
3466;Anna Quindlen;2020-07-15
3467;Susan Mallery;2020-07-16
3468;L.J. Smith;2020-07-15
3469;Ted Dekker;2020-07-16
3470;Bret Easton Ellis;2020-07-16
3471;Tamora Pierce;2020-07-15
3472;Anita Brookner;2020-07-16
3473;Tabitha Suzuma;2020-07-16
3474;Ottessa Moshfegh;2020-07-16
3475;Judy Schachner;2020-07-15
3476;Robin McKinley;2020-07-15
3477;Hugh Howey;2020-07-16
3478;Lisa Gardner;2020-07-15
3479;William Shakespeare;2020-07-16
3480;Barbara Kingsolver;2020-07-16
3481;Dean Koontz;2020-07-15
3482;Ira Levin;2020-07-16
3483;Sara Shepard;2020-07-16
3484;Beverly Cleary;2020-07-16
3485;Kiera Cass;2020-07-15
3486;Kathy Reichs;2020-07-15
3487;Christina Lauren;2020-07-16
3488;L.J. Smith;2020-07-15
3489;Frank Herbert;2020-07-16
3490;Ira Levin;2020-07-16
3491;Brandon Sanderson;2020-07-15
3492;Ally Carter;2020-07-16
3493;John Scalzi;2020-07-16
3494;Sarah Dessen;2020-07-16
3495;Anne Enright;2020-07-15
3496;John Green;2020-07-15
3497;Juliet Marillier;2020-07-16
3498;Walker Percy;2020-07-15
3499;Tim O'Brien;2020-07-16
3500;Gordon Korman;2020-07-16
3501;Ken Grimwood;2020-07-15
3502;Frank Beddor;2020-07-16
3503;Toni Morrison;2020-07-16
3504;Sarah Crossan;2020-07-16
3505;Craig Thompson;2020-07-15
3506;Graeme Base;2020-07-15
3507;Joseph Boyden;2020-07-16
3508;Nicholas Sparks;2020-07-15
3509;John Hersey;2020-07-16
3510;Ally Carter;2020-07-16
3511;Kendare Blake;2020-07-15
3512;Jennifer L. Armentrout;2020-07-16
3513;Nora Roberts;2020-07-16
3514;Amy  Stewart;2020-07-16
3515;Eric Berne;2020-07-15
3516;Heather Gudenkauf;2020-07-15
3517;Lucie Whitehouse;2020-07-16
3518;Orson Scott Card;2020-07-15
3519;Michael Blake;2020-07-16
3520;Jonathan Swift;2020-07-16
3521;Charlaine Harris;2020-07-15
3522;Ramit Sethi;2020-07-16
3523;Cecelia Ahern;2020-07-16
3524;Neal Stephenson;2020-07-16
3525;Jeff Kinney;2020-07-15
3526;Katie McGarry;2020-07-15
3527;Eva Ibbotson;2020-07-16
3528;Mary Higgins Clark;2020-07-15
3529;Jenna Blum;2020-07-16
3530;Jodi Picoult;2020-07-16
3531;J.R. Ward;2020-07-15
3532;Judy Blume;2020-07-16
3533;Mario Benedetti;2020-07-16
3534;Brent Weeks;2020-07-16
3535;Bernard Cornwell;2020-07-15
3536;Michael Crichton;2020-07-15
3537;Elisabeth Naughton;2020-07-16
3538;Brian  McClellan;2020-07-15
3539;Harper Lee;2020-07-16
3540;"Ram Dass; Richard Alpert";2020-07-16
3541;Nelson DeMille;2020-07-15
3542;William  Kennedy;2020-07-16
3543;Joanne Harris;2020-07-16
3544;Laura Lippman;2020-07-16
3545;Pittacus Lore;2020-07-15
3546;Anne Rice;2020-07-15
3547;Tom Rob Smith;2020-07-16
3548;Cassandra Clare;2020-07-15
3549;Robert Hughes;2020-07-16
3550;Gary Paulsen;2020-07-16
3551;Robin Hobb;2020-07-15
3552;Anita Shreve;2020-07-16
3553;Stephen King;2020-07-16
3554;Jeffrey Eugenides;2020-07-16
3555;Brandon Sanderson;2020-07-15
3556;Michael Connelly;2020-07-15
3557;Margaret Peterson Haddix;2020-07-16
3558;C.J. Redwine;2020-07-15
3559;Kim Harrison;2020-07-16
3560;Lauren Morrill;2020-07-16
3561;Rainbow Rowell;2020-07-15
3562;Wiley Cash;2020-07-16
3563;Kim Stanley Robinson;2020-07-16
3564;Ilona Andrews;2020-07-16
3565;Edward Gorey;2020-07-15
3566;Sylvia Plath;2020-07-15
3567;Joan Didion;2020-07-16
3568;Laini Taylor;2020-07-15
3569;Nicholas Sparks;2020-07-16
3570;Agatha Christie;2020-07-16
3571;Miles  Cameron;2020-07-15
3572;Lian Hearn;2020-07-16
3573;Jacqueline Wilson;2020-07-16
3574;R.C. Sproul;2020-07-16
3575;Lynsay Sands;2020-07-15
3576;April Henry;2020-07-15
3577;Joshua Ferris;2020-07-16
3578;Patricia McCormick;2020-07-15
3579;Susannah Cahalan;2020-07-16
3580;Jennifer L. Armentrout;2020-07-16
3581;Rick Riordan;2020-07-15
3582;Peter V. Brett;2020-07-16
3583;Frederick Forsyth;2020-07-16
3584;Patrick Ness;2020-07-16
3585;Chuck Klosterman;2020-07-15
3586;Liane Moriarty;2020-07-15
3587;Stephen King;2020-07-16
3588;Dorothea Benton Frank;2020-07-15
3589;Adam Gidwitz;2020-07-16
3590;Terry Brooks;2020-07-16
3591;Alessandro Baricco;2020-07-15
3592;Isaac Asimov;2020-07-16
3593;Shannon Hale;2020-07-16
3594;Margaret Atwood;2020-07-16
3595;Elizabeth  George;2020-07-15
3596;Leslie Feinberg;2020-07-15
3597;Gerda Weissmann Klein;2020-07-16
3598;George Saunders;2020-07-15
3599;Tana French;2020-07-16
3600;James     Baldwin;2020-07-16
3601;Sara Shepard;2020-07-15
3602;Daisy Goodwin;2020-07-16
3603;Kevin Henkes;2020-07-16
3604;Vernor Vinge;2020-07-16
3605;Katharine Graham;2020-07-15
3606;Sue Grafton;2020-07-15
3607;Terry Pratchett;2020-07-16
3608;Eoin Colfer;2020-07-15
3609;Charles Dickens;2020-07-16
3610;Henry Miller;2020-07-16
3611;Kathleen Tessaro;2020-07-15
3612;Bernard Cornwell;2020-07-16
3613;Kazuo Ishiguro;2020-07-16
3614;Erin Hunter;2020-07-16
3615;Melissa Landers;2020-07-15
3616;Michael A. Stackpole;2020-07-15
3617;Richard Ford;2020-07-16
3618;Claudia Gray;2020-07-15
3619;Shannon Hale;2020-07-16
3620;Peter  May;2020-07-16
3621;Colleen Houck;2020-07-15
3622;Kody Keplinger;2020-07-16
3623;Judith Krantz;2020-07-16
3624;Christopher Paolini;2020-07-16
3625;Yann Martel;2020-07-15
3626;Glenn Beck;2020-07-15
3627;Rupi Kaur;2020-07-16
3628;Patricia Briggs;2020-07-15
3629;Paul Zindel;2020-07-16
3630;Peter Mayle;2020-07-16
3631;Hanif Kureishi;2020-07-15
3632;Flannery O'Connor;2020-07-16
3633;Isaac Asimov;2020-07-16
3634;Gillian Flynn;2020-07-16
3635;Erin Morgenstern;2020-07-15
3636;Tammara Webber;2020-07-15
3637;Katherine Paterson;2020-07-16
3638;Anne Bishop;2020-07-15
3639;Anna Todd;2020-07-16
3640;Gretchen Rubin;2020-07-16
3641;Annie Dillard;2020-07-15
3642;Zadie Smith;2020-07-16
3643;Aldous Huxley;2020-07-16
3644;John Lanchester;2020-07-16
3645;Thomas Keneally;2020-07-15
3646;Robin Hobb;2020-07-15
3647;Barbara Kingsolver;2020-07-16
3648;Daphne du Maurier;2020-07-15
3649;John Steinbeck;2020-07-16
3650;Terry Pratchett;2020-07-16
3651;Matt Haig;2020-07-15
3652;Jennifer A. Nielsen;2020-07-16
3653;Ellen Hopkins;2020-07-16
3654;Frank Herbert;2020-07-16
3655;Anne Tyler;2020-07-15
3656;Dr. Seuss;2020-07-15
3657;Rick Riordan;2020-07-16
3658;Jessica Verday;2020-07-15
3659;Olivia Cunning;2020-07-16
3660;Doris Lessing;2020-07-16
3661;Paulo Coelho;2020-07-15
3662;Andrew Clements;2020-07-16
3663;Maeve Binchy;2020-07-16
3664;Isaac Asimov;2020-07-16
3665;Gayle Forman;2020-07-15
3666;Justina Chen;2020-07-15
3667;Elin Hilderbrand;2020-07-16
3668;Zadie Smith;2020-07-15
3669;Sue Grafton;2020-07-16
3670;Kristin Cashore;2020-07-16
3671;Christopher Pike;2020-07-15
3672;Tom Rob Smith;2020-07-16
3673;Jeaniene Frost;2020-07-16
3674;Meg Cabot;2020-07-16
3675;Jonathan Maberry;2020-07-15
3676;Jasper Fforde;2020-07-15
3677;Ally Carter;2020-07-16
3678;Melissa Marr;2020-07-15
3679;Frank E. Peretti;2020-07-16
3680;Christopher Moore;2020-07-16
3681;Mark Bowden;2020-07-15
3682;Meg Cabot;2020-07-16
3683;Kelley Armstrong;2020-07-16
3684;Elizabeth Wurtzel;2020-07-16
3685;Alan Bradley;2020-07-15
3686;Mercedes Lackey;2020-07-15
3687;Lynsay Sands;2020-07-16
3688;Lois Lowry;2020-07-15
3689;Veronica Rossi;2020-07-16
3690;Tami Hoag;2020-07-16
3691;Libba Bray;2020-07-15
3692;Lauren Weisberger;2020-07-16
3693;A.S.A. Harrison;2020-07-16
3694;Ally Carter;2020-07-16
3695;Greg Iles;2020-07-15
3696;Julie Kagawa;2020-07-15
3697;Dean Koontz;2020-07-16
3698;Jim Thompson;2020-07-15
3699;Laurie Halse Anderson;2020-07-16
3700;Gwen Hayes;2020-07-16
3701;Denis Johnson;2020-07-15
3702;Tom Clancy;2020-07-16
3703;Markus Zusak;2020-07-16
3704;Brandon Mull;2020-07-16
3705;S.E. Hinton;2020-07-15
3706;R.A. Salvatore;2020-07-15
3707;L.J. Smith;2020-07-16
3708;David Baldacci;2020-07-15
3709;Dan Simmons;2020-07-16
3710;Terry Pratchett;2020-07-16
3711;Brian Selznick;2020-07-15
3712;Justin Cronin;2020-07-16
3713;Kiera Cass;2020-07-16
3714;Victoria Schwab;2020-07-16
3715;Lisa Gardner;2020-07-15
3716;Agatha Christie;2020-07-15
3717;Anna Dewdney;2020-07-16
3718;Jeff Kinney;2020-07-15
3719;Laurell K. Hamilton;2020-07-16
3720;Libba Bray;2020-07-16
3721;James Patterson;2020-07-15
3722;Sarah Vowell;2020-07-16
3723;David Eddings;2020-07-16
3724;Jhumpa Lahiri;2020-07-16
3725;John Irving;2020-07-15
3726;Khaled Hosseini;2020-07-15
3727;Chuck Palahniuk;2020-07-16
3728;Jeff Kinney;2020-07-15
3729;Patricia Cornwell;2020-07-16
3730;Craig Johnson;2020-07-16
3731;"P.C. Cast; Kristin Cast";2020-07-15
3732;Nicholas Sparks;2020-07-16
3733;Carl Hiaasen;2020-07-16
3734;"Janne Teller; Martin Aitken";2020-07-16
3735;Beth Moore;2020-07-15
3736;Anthony Horowitz;2020-07-15
3737;Max Barry;2020-07-16
3738;Wallace Stegner;2020-07-15
3739;Kim Harrison;2020-07-16
3740;Jay Anson;2020-07-16
3741;Anne Rice;2020-07-15
3742;Anne Bishop;2020-07-16
3743;John Shors;2020-07-16
3744;Gary Larson;2020-07-16
3745;Terry Pratchett;2020-07-15
3746;"Richard Bachman; Stephen King";2020-07-15
3747;Mark  Lawrence;2020-07-16
3748;Jeffery Deaver;2020-07-15
3749;Ted Dekker;2020-07-16
3750;Nevada Barr;2020-07-16
3751;Patrick Rothfuss;2020-07-15
3752;Scott Westerfeld;2020-07-16
3753;Laurell K. Hamilton;2020-07-16
3754;Anita Shreve;2020-07-16
3755;Terry Pratchett;2020-07-15
3756;Stephen King;2020-07-15
3757;Jonathan Franzen;2020-07-16
3758;John Grisham;2020-07-15
3759;L.M. Montgomery;2020-07-16
3760;Dean Koontz;2020-07-16
3761;Anita Shreve;2020-07-15
3762;V.C. Andrews;2020-07-16
3763;R.J. Palacio;2020-07-16
3764;Dan Simmons;2020-07-16
3765;Kevin Powers;2020-07-15
3766;Austin Kleon;2020-07-15
3767;David Baldacci;2020-07-16
3768;Anthony Horowitz;2020-07-15
3769;David Baldacci;2020-07-16
3770;"Raina Telgemeier; Gurihiru";2020-07-16
3771;Sylvia Day;2020-07-15
3772;Peter F. Hamilton;2020-07-16
3773;John Sandford;2020-07-16
3774;Cormac McCarthy;2020-07-16
3775;John Grisham;2020-07-15
3776;Dale Brown;2020-07-15
3777;Michael  Grant;2020-07-16
3778;Gemma Malley;2020-07-15
3779;Mark Haddon;2020-07-16
3780;Dan Brown;2020-07-16
3781;Robert A. Heinlein;2020-07-15
