id;title;description;publication_date;price
512;Ten Tiny Breaths;Hackett Publishing Company  Inc.;2020-07-16;132
513;Living Dead Girl;Penguin Classics;2020-07-16;335
514;Blockade Billy;Cambridge University Press;2020-07-16;238
515;Chasing Harry Winston;Vintage;2020-07-15;226
516;MEG: A Novel of Deep Terror;Little Brown and Company;2020-07-15;372
517;The Fog;Simon Schuster;2020-07-16;272
518;Belong to Me;Scribner;2020-07-15;55
519;Dragonsinger;Penguin Books;2020-07-16;267
520;To Have and to Hold ;Berrett-Koehler Publishers;2020-07-16;176
521;The Best Man;Anagrama;2020-07-15;144
522;Maine;Anagrama;2020-07-16;209
523;The Overlook;Granta UK;2020-07-16;209
524;Babyville;Anagrama;2020-07-16;218
525;Olympos;Anagrama;2020-07-15;227
526;John Dies at the End;Longman Publishing Group;2020-07-15;664
527;Black Cherry Blues;Longman Publishing Group;2020-07-16;854
528;Succubus On Top;Seix Barral;2020-07-15;159
529;Honolulu;New City Press;2020-07-16;416
530;Dreamland ;Random House;2020-07-16;905
531;Victims;New City Press;2020-07-15;144
532;A Midsummer's Nightmare;University of California Press;2020-07-16;576
533;Midnight's Children;Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN);2020-07-16;191
534;Stars Above;Hackett Publ. Co Inc;2020-07-16;296
535;Magic Slays;Penguin Books;2020-07-15;176
536;The Son of Neptune ;Oxford University Press  USA;2020-07-15;144
537;Prior Bad Acts;New City Press;2020-07-16;540
538;All Tomorrow's Parties;Ecco Press;2020-07-15;302
539;Angel Falls;Santillana USA Publishing Company;2020-07-16;478
540;The Green Mile;Harcourt Brace;2020-07-16;559
541;Asylum;Penguin;2020-07-15;723
542;The Haj;W. W. Norton  Company;2020-07-16;624
543;Divine Justice;University of Oklahoma Press;2020-07-16;584
544;Sea of Silver Light;University of Oklahoma Press;2020-07-16;560
545;The Awakening;Wayne State University Press;2020-07-15;524
546;The Great Hunt;Harvard University Press;2020-07-15;400
547;Double Fudge;University of California Press;2020-07-16;451
548;Eligible;Harvard University Press;2020-07-15;499
549;The Dot;Harvard University Press;2020-07-16;496
550;Unnatural Exposure;Wayne State University Press;2020-07-16;152
551;One Good Turn;University of Oklahoma Press;2020-07-15;222
552;Glass Houses;Princeton University Press;2020-07-16;440
553;The Johnstown Flood;Oxford University Press;2020-07-16;197
554;The Nature of the Beast;Oxford University Press  USA;2020-07-16;208
555;The Gemini Contenders;Prentice Hall;2020-07-15;640
556;Lost Souls;Everyman;2020-07-15;594
557;My Sister's Keeper;University of Chicago Press;2020-07-16;345
558;Icy Sparks;Cambridge University Press;2020-07-15;302
559;Street Magic;Cambridge University Press;2020-07-16;334
560;Think of a Number;Cambridge University Press;2020-07-16;212
561;M Train;Tarcher;2020-07-15;408
562;Straight Man;Three Rivers Press (CA);2020-07-16;336
563;"Cry; The Beloved Country";Simon  Schuster;2020-07-16;336
564;Night Probe!;Simon  Schuster;2020-07-16;259
565;Broken Homes;W.W. Norton;2020-07-15;518
566;Alice in Zombieland;North Point Press;2020-07-15;256
567;City of Thieves;Anchor Books;2020-07-16;207
568;The King of Attolia;Thomas Nelson;2020-07-15;256
569;It's Kind of a Funny Story;Simon  Schuster;2020-07-16;562
570;From Potter's Field;Warner Books (NY);2020-07-16;519
571;Ender's Game;Jove;2020-07-15;354
572;Addicted;Scholastic;2020-07-16;172
573;A Hunger Like No Other;Alfred A. Knopf Books for Young Readers;2020-07-16;40
574;The Coldest Winter Ever;Libraries Unlimited;2020-07-16;196
575;The Bell Jar;Owl Books (Henry Holt);2020-07-15;240
576;Cosmopolis;Pantheon Books (NY);2020-07-15;168
577;The Secret;Penguin;2020-07-16;168
578;Mastiff;Penguin;2020-07-15;304
579;Red Rabbit;Penguin Books Ltd;2020-07-16;128
580;Boneshaker ;Oxford University Press;2020-07-16;333
581;Cross Fire;Penguin Books;2020-07-15;392
582;The Gift;Dover Publications;2020-07-16;476
583;Point of Impact;Barnes  Noble Classics;2020-07-16;392
584;Cometh the Hour;Anchor Books;2020-07-16;399
585;The Starter Wife;Villard;2020-07-15;160
586;The Places In Between;Anchor Books;2020-07-15;368
587;Girl in Translation;Modern Library;2020-07-16;288
588;Dark Legend;Farrar  Straus and Giroux (NY);2020-07-15;616
589;Castle of Wizardry;Planeta Publishing;2020-07-16;495
590;Surface Detail;Mountaineers Books;2020-07-16;342
591;The Mediterranean Caper;Scholastic;2020-07-15;144
592;The Lincoln Lawyer ;Signet Classics;2020-07-16;449
593;The Last Coyote;Sterling;2020-07-16;536
594;Princess of Glass;Scholastic Paperbacks;2020-07-16;562
595;The Host;Gramercy Books;2020-07-15;389
596;Spider's Bite;Library of America;2020-07-15;1064
597;Undead and Unwed;Collector's Library;2020-07-16;327
598;Day by Day Armageddon;Simon  Schuster;2020-07-15;496
599;Gateway;Barnes & Noble Classics;2020-07-16;409
600;King of the Murgos;Spark Publishing;2020-07-16;96
601;P.S. I Still Love You;Barnes  Noble Classics;2020-07-15;429
602;The Young Elites;Everyman's Library;2020-07-16;432
603;We3;Simon  Schuster;2020-07-16;592
604;Brick Lane;Egmont Books Ltd;2020-07-16;416
605;"To Sir Phillip; With Love";Gramercy;2020-07-15;848
606;Illuminae;Modern Library;2020-07-15;887
607;The Long Haul ;Signet;2020-07-16;928
608;Exit to Eden;Touchstone;2020-07-15;416
609;The Fold;Viking;2020-07-16;224
610;Even Now;Penguin Classics;2020-07-16;830
611;Skellig;Basic Books;2020-07-15;176
612;The Gashlycrumb Tinies;HarperCollins Publishers;2020-07-16;407
613;Lucky You;Lerner Publications;2020-07-16;112
614;A Stolen Life;Arthur A. Levine;2020-07-16;240
615;Man and Boy;Bloomsbury Academic;2020-07-15;96
616;The Giving Tree;Bloomsbury Publishing;2020-07-15;768
617;The Selection;Tor Books;2020-07-16;256
618;Lord of the Flies ;Tor Books;2020-07-15;320
619;My Sunshine Away;Tor Books;2020-07-16;192
620;The Last Continent;Bloomsbury Methuen Drama;2020-07-16;96
621;Castle in the Air;Digireads.com;2020-07-15;88
622;Winter Stroll;OUP Oxford;2020-07-16;320
623;Wedding Night;Cambridge University Press;2020-07-16;276
624;Sever;Prometheus Books;2020-07-16;124
625;A Single Man;Oxford University Press  USA;2020-07-15;364
626;The Raven King;Bristol Classical Press;2020-07-15;127
627;Fire Sea;Library of America;2020-07-16;1076
628;Night Road;Library of America;2020-07-15;1199
629;Eyes of Prey;Everyman's Library;2020-07-16;1016
630;Labyrinth;Vintage Crime/Black Lizard;2020-07-16;265
631;Rock Chick;Vintage Crime/Black Lizard;2020-07-15;384
632;Hallowe'en Party;Vintage Crime;2020-07-16;231
633;The Scorpio Races;Vintage Crime/Black Lizard;2020-07-16;379
634;Moon Called;Random House Trade Paperbacks;2020-07-16;448
635;Proven Guilty;Plume Books;2020-07-15;205
636;Rough Country;VIZ Media LLC;2020-07-15;196
637;Nineteen Minutes;BBC Worldwide;2020-07-16;2
638;Fall on Your Knees;Viking Books;2020-07-15;448
639;Then Came You;Simon  Schuster;2020-07-16;588
640;The Mixed-Up Chameleon;Penguin;2020-07-16;368
641;Weaveworld;MIT Press;2020-07-15;424
642;Switched;Basic Books;2020-07-16;192
643;The Underworld;Copernicus Books;2020-07-16;244
644;The Passion of Artemisia;MIT Press;2020-07-16;212
645;Catching Jordan;Bantam Books;2020-07-15;512
646;Paradise Kiss 1;Bantam Books;2020-07-15;256
647;Open Season;Bantam;2020-07-16;176
648;Dune Messiah ;Bantam;2020-07-15;216
649;Heat Rises;Running Press Book Publishers;2020-07-16;1160
650;Fly Away Home;Basic Books;2020-07-16;304
651;Starship Troopers;W. W. Norton  Company;2020-07-15;224
652;Apollyon;Avon;2020-07-16;160
653;From Here to Eternity;Princeton University Press;2020-07-16;152
654;Rumor Has it;ReganBooks;2020-07-16;188
655;Dark Angel;Batsford;2020-07-15;352
656;Succubus Dreams ;Back Bay Books;2020-07-15;859
657;The Space Between Us;New American Library;2020-07-16;192
658;The Paris Architect;NAL;2020-07-15;752
659;The Circle;Signet Book;2020-07-16;704
660;Feast of Fools;Grand Central Life & Style;2020-07-16;624
661;War Horse;William Morrow Paperbacks;2020-07-15;192
662;Lover at Last;Broadway Books;2020-07-16;400
663;Sudden Prey;Picador USA;2020-07-16;336
664;A Game of Thrones;Picador;2020-07-16;342
665;Nation;Little  Brown and Company;2020-07-15;277
666;Room;Thomas Nelson;2020-07-15;400
667;Spell Bound;MTV Books;2020-07-16;112
668;Mariana;Gramercy Books;2020-07-15;1103
669;Pretty Girls;G.P. Putnam's Sons;2020-07-16;288
670;Are You My Mother?;Gramercy Books;2020-07-16;1103
671;Love Medicine;Oxford University Press  USA;2020-07-15;672
672;Devil May Cry;Oxford University Press;2020-07-16;249
673;Shantaram;Jones Books;2020-07-16;128
674;Luck in the Shadows;Simon  Schuster Audio;2020-07-16;3
675;The Day of the Jackal;Cliffs Notes;2020-07-15;80
676;The Stainless Steel Rat;Vintage;2020-07-15;190
677;The Hotel New Hampshire;Penguin Books (Penguin Classics);2020-07-16;230
678;The Woman in Cabin 10;Oxford University Press;2020-07-15;464
679;Nobody's Fool;Penguin Classics;2020-07-16;110
680;Bridge to Haven;Penguin Classics;2020-07-16;460
681;A Tree Grows In Brooklyn ;University of Chicago Press;2020-07-15;632
682;Great House;Picador USA;2020-07-16;529
683;"Ramona Quimby; Age 8";Simon & Schuster;2020-07-16;916
684;Fool;Simon & Schuster Paperbacks;2020-07-16;751
685;Moriarty;Amadeus;2020-07-15;455
686;The Turner House;Penguin Classics;2020-07-15;512
687;The Rivers of Zadaa;W. W. Norton  Company;2020-07-16;288
688;You Had Me At Hello;Penguin Books;2020-07-15;533
689;Fool Moon ;For Dummies;2020-07-16;432
690;Quicksilver;John Wiley & Sons;2020-07-16;257
691;What Happened to Goodbye;Penguin;2020-07-15;729
692;The Body Farm;Scribner;2020-07-16;288
693;The Merchant of Death;Scribner;2020-07-16;192
694;The Son of Sobek;McGraw-Hill Humanities/Social Sciences/Languages;2020-07-16;664
695;The Complete Maus;Simple Productions;2020-07-15;46
696;Insatiable;Free Press;2020-07-15;368
697;High Noon;Simon  Schuster;2020-07-16;192
698;Angels;Simon  Schuster;2020-07-15;384
699;Once a Runner;HJ Kramer;2020-07-16;240
700;A Million Suns ;HJ Kramer;2020-07-16;32
701;Behind Her Eyes;Berkley Publishing Group;2020-07-15;294
702;The Yearling;Da Capo Press;2020-07-16;344
703;Party Princess;Simon  Schuster;2020-07-16;1120
704;No Mercy;Vintage;2020-07-16;320
705;Rhett Butler's People;Modern Library;2020-07-15;162
706;Scorpia;Ballantine Books;2020-07-15;384
707;L is for Lawless;Fawcett;2020-07-16;376
708;Rainbow Boys;Vintage;2020-07-15;232
709;The Tenth Insight ;Random House Audio;2020-07-16;15
710;Presumed Innocent;Scribner;2020-07-16;288
711;Thunderstruck;Grand Central Publishing;2020-07-15;200
712;The Shoemaker's Wife;Rutgers University Press;2020-07-16;344
713;A Little Life;Scribner;2020-07-16;303
714;Glitter and Glue;Library of America;2020-07-16;1328
715;Gathering Prey;Library of America;2020-07-15;848
716;Perfect Chemistry;Library of America;2020-07-15;1137
717;The High King ;Dover Publications;2020-07-16;272
718;The Astronaut Wives Club;Atheneum Books;2020-07-15;231
719;When Calls the Heart;Dell Yearling;2020-07-16;183
720;The Sum of All Men;Three Rivers Press;2020-07-16;192
721;Lost;Phoenix Audio;2020-07-15;6
722;The Naked Face;Mariner Books;2020-07-16;502
723;Underworld;Mariner Books;2020-07-16;1680
724;This Savage Song;Houghton Mifflin Company;2020-07-16;207
725;The Dragonbone Chair;Mariner Books;2020-07-15;1438
726;The Fault in Our Stars;Houghton Mifflin Harcourt;2020-07-15;127
727;Tiger's Voyage;Penguin Books Australia Ltd.;2020-07-16;905
728;The Wasp Factory;Viking;2020-07-15;611
729;Split Second;Penguin Books Australia Ltd.;2020-07-16;671
730;Blindsighted;Oxford University Press;2020-07-16;412
731;Since You've Been Gone;Routledge;2020-07-15;320
732;Mirror Dance;Simon Schuster;2020-07-16;240
733;Angelology;Simon  Schuster;2020-07-16;445
734;Blameless;Simon & Schuster;2020-07-16;752
735;L'isola del giorno prima;Peter Smith Publisher;2020-07-15;302
736;Diamonds are Forever;Simon  Schuster;2020-07-15;697
737;Up From the Grave ;Signet Book;2020-07-16;528
738;Singularity Sky;Two Lions;2020-07-15;137
739;Waiting to Exhale;Punto de Lectura;2020-07-16;640
740;The Red Badge of Courage;Naxos Audiobooks;2020-07-16;25
741;River Marked;Candlewick Press;2020-07-15;192
742;Stone Cold;Penguin Audio;2020-07-16;6
743;Rachel's Holiday;Barnes  Noble Classics;2020-07-16;707
744;The Book of Shadows;Routledge;2020-07-16;208
745;The Patron Saint of Liars;Oxford University Press  USA;2020-07-15;104
746;Sizzling Sixteen;Inner City Books;2020-07-15;156
747;The Bonfire of the Vanities;Oxford University Press  USA;2020-07-16;102
748;Paddy Clarke Ha Ha Ha;University of Illinois Press;2020-07-15;164
749;Mad About the Boy;University Press of Kansas;2020-07-16;400
750;My Name Is Mary Sutter;Jove Books;2020-07-16;401
751;Infinite Jest;Jove;2020-07-15;451
752;The Ghost Brigades;7/30/2002;2020-07-16;121
753;Another Fine Myth;Modern Library;2020-07-16;560
754;To The Lighthouse ;Vacation Work Publications;2020-07-16;576
755;Heaven;Bristol Classical Press;2020-07-15;395
756;Captain's Fury;Harvard University Press;2020-07-15;434
757;"Night World; No. 3";W. W. Norton & Company;2020-07-16;254
758;David Gets in Trouble;Penguin Books Ltd;2020-07-15;104
759;Beautiful Stranger;Simon  Schuster;2020-07-16;150
760;Grave Surprise;Hampton Roads Publishing Company;2020-07-16;275
761;Empire of Ivory;Scholastic Paperbacks;2020-07-15;123
762;The Lace Reader;Orion Publishing;2020-07-16;864
763;Curious George;Modern Library;2020-07-16;432
764;Dance Upon The Air;Penguin Classics;2020-07-16;414
765;Hausfrau;Everyman's Library;2020-07-15;560
766;The Bone People;Crossroad;2020-07-15;120
767;A Rose for Emily;Broadway Books;2020-07-16;368
768;Strip Tease;Mariner Books;2020-07-15;326
769;Frog and Toad Are Friends;Harcourt;2020-07-16;377
770;Uglies;Mariner Books;2020-07-16;245
771;Fool's Fate;Mariner Books;2020-07-15;64
772;"White Witch; Black Curse";Mariner Books;2020-07-16;346
773;Children of God;Mariner Books;2020-07-16;307
774;Total Control;Mariner Books;2020-07-16;292
775;The Chosen;Vintage Classics;2020-07-15;384
776;Terms of Endearment;Punto de Lectura;2020-07-15;380
777;Nachfolge;Punto de Lectura;2020-07-16;461
778;The Virgin Cure;Punto de Lectura;2020-07-15;441
779;"From Russia; with Love";Mariner Books;2020-07-16;314
780;Okay for Now;Alfaguara;2020-07-16;274
781;Anil's Ghost;Castle Books;2020-07-15;902
782;Fang;Rupa & Co;2020-07-16;127
783;You Can Heal Your Life;Alfred A.Knopf;2020-07-16;228
784;Still Life with Woodpecker;Penguin Books;2020-07-16;320
785;Waterfall;Penguin Books;2020-07-15;281
786;Ilse Witch ;Knopf Publishing Group;2020-07-15;732
787;The Lost Wife;Schirmer Mosel;2020-07-16;83
788;Greenwitch;Vintage;2020-07-15;230
789;Tell No One;Penguin Books;2020-07-16;165
790;Deity;Teachers College Press;2020-07-16;142
791;Girls in White Dresses;Oxford University Press  USA;2020-07-15;272
792;Debt Inheritance;McGraw-Hill Education;2020-07-16;216
793;The Notebook;Back Bay Books;2020-07-16;301
794;From the Corner of His Eye;Hachette Books;2020-07-16;234
795;Prodigal Summer;Harper Paperbacks;2020-07-15;286
796;Stellaluna;Penguin Books;2020-07-15;512
797;Ghost World;W.W. Norton & Company;2020-07-16;776
798;The Birth of Venus;Westminster John Knox Press;2020-07-15;364
799;Sins of the Night;Harper Perennial Modern Classics;2020-07-16;323
800;The Search;Caedmon;2020-07-16;11
801;Brokeback Mountain;Harper;2020-07-15;323
802;Blow Fly;Prima Lifestyles;2020-07-16;199
803;Lone Wolf;Dover Publications;2020-07-16;64
804;Hallowed;Simon  Schuster;2020-07-16;416
805;Servant of the Bones;North Atlantic Books;2020-07-15;144
806;The Selfish Gene;Oxford University Press;2020-07-15;504
807;Prey;Library of America;2020-07-16;1035
808;The Line of Beauty;Library of America;2020-07-15;713
809;Hannibal Rising;Library of America;2020-07-16;958
810;The Source;Penguin Classics;2020-07-16;504
811;A Reliable Wife;Oxford University Press;2020-07-15;465
812;The Bourne Identity;Penguin Classics;2020-07-16;1254
813;The Evolutionary Void;Barrons Educational Series;2020-07-16;530
814;Small Favor;Oxford University Press  USA;2020-07-16;456
815;The Grapes of Wrath;Penguin Classics;2020-07-15;272
816;Ringworld;Washington Square Press;2020-07-15;383
817;The Return of the King;Houghton Mifflin;2020-07-16;1327
818;Being Nikki;Penguin Books;2020-07-15;611
819;Dawn;Penguin Books;2020-07-16;484
820;Losing It;Simon  Schuster Books for Young Readers;2020-07-16;32
821;The Blind Assassin;Mariner Books;2020-07-15;261
822;Descent;Vintage;2020-07-16;627
823;The Omnivore's Dilemma;Bantam Books;2020-07-16;763
824;King of Foxes;Schocken;2020-07-16;288
825;Eternal Rider;Yale University Press;2020-07-15;288
826;The Other Side of Dawn;A K PETERS;2020-07-15;366
827;The Diviners;Bloomsbury Publishing PLC;2020-07-16;404
828;Valley of the Dolls;Health Communications Inc;2020-07-15;331
829;Shatterglass;Owl Publishing Company;2020-07-16;480
830;Dawn;Harper Perennial;2020-07-16;371
831;Boy Meets Girl;Routledge;2020-07-15;209
832;The Grand Sophy;Free Press;2020-07-16;336
833;Mortal Coil;Harper Perennial;2020-07-16;729
834;Desperation;The New Press;2020-07-16;619
835;A Long Walk to Water;The New Press;2020-07-15;496
836;Honor Among Enemies;Thames  Hudson;2020-07-15;232
837;Heir of Novron;Duke University Press Books;2020-07-16;272
838;The Copper Beech;Mariner Books;2020-07-15;256
839;Forward the Foundation;Harper Perennial;2020-07-16;152
840;The Rumor;Berkley Trade;2020-07-16;337
841;Strong Poison;Crown Publishing Group (NY);2020-07-15;373
842;Gone for Good;Cornerstone Press Chicago;2020-07-16;303
843;Genesis;Dell;2020-07-16;307
844;Magic Bites;Shaw Books;2020-07-16;320
845;Hatchet;Simon & Schuster Children's Publishing;2020-07-15;64
846;Dead and Gone;Shaw;2020-07-15;48
847;Code Name Verity;HarperOne;2020-07-16;246
848;Hourglass;Cambridge University Press;2020-07-15;204
849;Theft of Swords;Anchor;2020-07-16;320
850;Dare Me;Kessinger Publishing;2020-07-16;84
851;The Compound;Penguin Classics;2020-07-15;160
852;The Sword Thief;Roxford Books;2020-07-16;179
853;I Want My Hat Back;Oxford University Press  USA;2020-07-16;512
854;The Forgotten Garden;Tantor Media;2020-07-16;0
855;Nine Stories;HarperTeen;2020-07-15;191
856;Yes Please;Teaching Resources;2020-07-15;32
857;Bel Canto;Clarion Books;2020-07-16;275
858;Blue Monday;Dutton Juvenile;2020-07-15;266
859;Charmed Life ;Arcade Publishing;2020-07-16;186
860;I Am Ozzy;TSR;2020-07-16;313
861;Devil Bones;Plume Books;2020-07-15;233
862;Driving Miss Daisy;Doubleday;2020-07-16;585
863;The Negotiator;Dutton;2020-07-16;320
864;The Perfect Hope;Penguin Books;2020-07-16;336
865;In the Lake of the Woods;Penguin Books;2020-07-15;304
866;Trapped ;List;2020-07-15;384
867;Physik;National Gallery London;2020-07-16;80
868;Orlando: A Biography;VIZ Media LLC;2020-07-15;208
869;A Fire Upon The Deep;VIZ Media LLC;2020-07-16;200
870;Day After Night;VIZ Media LLC;2020-07-16;208
871;The Help;VIZ Media LLC;2020-07-15;208
872;Mercy Blade;VIZ Media LLC;2020-07-16;208
873;Nightshade;集英社;2020-07-16;195
874;The Beach;Shueisha;2020-07-16;204
